"subscribed","age","education","balance","loan"
FALSE,46,"secondary",451,"yes"
FALSE,26,"tertiary",479,"no"
FALSE,42,"secondary",0,"no"
FALSE,50,"secondary",1130,"no"
FALSE,41,"primary",389,"no"
FALSE,34,"secondary",10,"yes"
FALSE,32,"secondary",401,"no"
FALSE,58,"tertiary",145,"yes"
FALSE,45,"secondary",115,"no"
FALSE,28,"secondary",89,"yes"
FALSE,35,"secondary",94,"yes"
FALSE,39,"secondary",1438,"no"
FALSE,49,"tertiary",780,"no"
FALSE,50,"tertiary",207,"no"
TRUE,37,"tertiary",238,"no"
FALSE,45,"primary",2433,"no"
FALSE,30,"secondary",1924,"no"
FALSE,48,"tertiary",-471,"no"
FALSE,36,"tertiary",1531,"no"
FALSE,41,"secondary",764,"no"
FALSE,55,"secondary",383,"no"
FALSE,70,"primary",3782,"no"
TRUE,41,"tertiary",326,"no"
FALSE,47,"secondary",691,"no"
FALSE,34,"secondary",0,"no"
FALSE,33,"tertiary",99,"no"
FALSE,58,"secondary",502,"no"
FALSE,51,"tertiary",-15,"no"
FALSE,45,"tertiary",1929,"no"
FALSE,55,"secondary",0,"no"
FALSE,30,"primary",185,"no"
FALSE,33,"secondary",-424,"no"
FALSE,27,"secondary",0,"no"
FALSE,59,"secondary",319,"no"
FALSE,34,"tertiary",171,"no"
FALSE,47,"tertiary",-1148,"yes"
FALSE,44,"primary",-11,"no"
TRUE,35,"secondary",0,"no"
FALSE,45,"tertiary",-206,"no"
FALSE,42,"primary",704,"yes"
FALSE,38,"secondary",1931,"no"
FALSE,34,"secondary",943,"no"
FALSE,35,"secondary",327,"no"
FALSE,29,"secondary",-105,"no"
FALSE,58,"secondary",983,"no"
FALSE,44,"primary",787,"no"
FALSE,45,"tertiary",0,"no"
FALSE,43,"secondary",3060,"no"
FALSE,44,"secondary",5780,"no"
FALSE,30,"secondary",790,"no"
FALSE,38,"tertiary",1449,"no"
FALSE,50,"secondary",1412,"no"
FALSE,21,"secondary",681,"no"
FALSE,38,"tertiary",228,"no"
FALSE,42,"secondary",0,"no"
FALSE,45,"tertiary",2087,"no"
FALSE,34,"secondary",2,"yes"
FALSE,48,"secondary",197,"yes"
FALSE,34,"secondary",0,"yes"
TRUE,32,"secondary",1905,"no"
FALSE,35,"tertiary",118,"no"
FALSE,39,"tertiary",2644,"no"
FALSE,36,"tertiary",16430,"no"
FALSE,35,"secondary",13,"no"
FALSE,57,"secondary",14,"yes"
FALSE,28,"secondary",769,"no"
FALSE,43,"unknown",3485,"no"
FALSE,57,"secondary",139,"no"
FALSE,34,"secondary",202,"no"
FALSE,36,"tertiary",6,"no"
FALSE,47,"tertiary",2515,"no"
FALSE,36,"tertiary",5195,"no"
FALSE,33,"tertiary",2098,"no"
FALSE,57,"tertiary",320,"no"
FALSE,57,"tertiary",3431,"no"
FALSE,34,"secondary",50,"no"
FALSE,51,"tertiary",370,"no"
FALSE,54,"primary",-182,"no"
FALSE,52,"tertiary",1623,"no"
FALSE,43,"tertiary",13342,"no"
FALSE,58,"primary",6570,"no"
FALSE,53,"secondary",225,"no"
FALSE,44,"secondary",-665,"no"
FALSE,29,"tertiary",0,"no"
TRUE,27,"secondary",54,"no"
FALSE,35,"primary",46,"no"
FALSE,40,"secondary",2,"no"
FALSE,34,"secondary",103,"yes"
FALSE,38,"secondary",883,"no"
FALSE,32,"secondary",55,"no"
FALSE,41,"secondary",8238,"yes"
FALSE,25,"secondary",913,"no"
FALSE,38,"secondary",595,"no"
FALSE,26,"secondary",7,"no"
FALSE,37,"tertiary",1661,"no"
TRUE,30,"tertiary",102,"no"
FALSE,36,"secondary",338,"no"
FALSE,33,"secondary",3132,"no"
FALSE,33,"tertiary",490,"no"
FALSE,35,"tertiary",2682,"no"
FALSE,24,"tertiary",0,"no"
FALSE,29,"secondary",596,"no"
FALSE,54,"secondary",2059,"no"
FALSE,27,"secondary",132,"no"
FALSE,34,"secondary",0,"no"
FALSE,39,"primary",385,"no"
FALSE,38,"tertiary",223,"no"
FALSE,37,"tertiary",0,"no"
FALSE,26,"secondary",512,"yes"
FALSE,36,"tertiary",1169,"no"
FALSE,35,"tertiary",71,"no"
FALSE,30,"tertiary",940,"no"
FALSE,25,"secondary",-80,"yes"
FALSE,34,"secondary",0,"no"
FALSE,52,"unknown",1317,"no"
FALSE,39,"secondary",179,"no"
FALSE,34,"secondary",1007,"no"
FALSE,34,"secondary",0,"no"
FALSE,30,"secondary",1286,"yes"
FALSE,33,"secondary",804,"yes"
FALSE,30,"secondary",4,"no"
FALSE,51,"primary",0,"no"
FALSE,36,"secondary",417,"no"
FALSE,48,"primary",1678,"no"
FALSE,37,"secondary",532,"no"
FALSE,58,"secondary",407,"no"
FALSE,56,"tertiary",659,"yes"
FALSE,34,"secondary",393,"no"
FALSE,33,"secondary",661,"no"
FALSE,26,"secondary",0,"no"
FALSE,40,"unknown",838,"no"
FALSE,35,"secondary",195,"no"
FALSE,45,"secondary",68,"no"
TRUE,37,"secondary",-242,"no"
FALSE,35,"tertiary",321,"no"
TRUE,43,"secondary",3403,"no"
FALSE,28,"secondary",8,"no"
FALSE,32,"secondary",739,"no"
TRUE,26,"secondary",622,"no"
TRUE,35,"secondary",152,"no"
FALSE,35,"secondary",2,"no"
FALSE,39,"secondary",1439,"no"
FALSE,42,"secondary",1491,"no"
FALSE,32,"secondary",6402,"no"
FALSE,30,"secondary",1210,"no"
FALSE,26,"tertiary",122,"yes"
FALSE,30,"secondary",0,"no"
FALSE,32,"tertiary",62,"no"
FALSE,47,"secondary",3333,"yes"
FALSE,33,"tertiary",16992,"no"
FALSE,57,"primary",23,"no"
FALSE,35,"secondary",0,"no"
FALSE,53,"tertiary",6072,"yes"
FALSE,24,"secondary",366,"yes"
FALSE,54,"tertiary",0,"yes"
FALSE,31,"tertiary",1343,"yes"
FALSE,41,"secondary",2105,"no"
FALSE,44,"secondary",2319,"no"
FALSE,35,"secondary",35,"no"
FALSE,30,"tertiary",877,"no"
FALSE,43,"primary",30,"no"
FALSE,51,"secondary",-2082,"yes"
FALSE,60,"secondary",89,"no"
FALSE,43,"secondary",104,"no"
FALSE,31,"tertiary",1750,"no"
FALSE,56,"primary",772,"no"
FALSE,42,"secondary",1048,"no"
FALSE,52,"primary",592,"no"
FALSE,40,"secondary",0,"yes"
FALSE,36,"secondary",3064,"no"
FALSE,40,"primary",33,"no"
FALSE,46,"secondary",0,"no"
FALSE,32,"secondary",1649,"no"
FALSE,31,"tertiary",287,"no"
FALSE,41,"secondary",0,"no"
FALSE,58,"primary",419,"yes"
FALSE,36,"secondary",257,"no"
FALSE,52,"secondary",118,"no"
FALSE,42,"tertiary",251,"no"
FALSE,32,"tertiary",1731,"yes"
FALSE,62,"tertiary",0,"no"
FALSE,31,"tertiary",23,"no"
TRUE,41,"secondary",-386,"yes"
FALSE,34,"tertiary",5498,"no"
TRUE,44,"tertiary",5063,"no"
FALSE,42,"primary",7041,"no"
FALSE,37,"secondary",654,"no"
FALSE,47,"tertiary",1890,"no"
FALSE,32,"secondary",2400,"yes"
FALSE,46,"secondary",519,"no"
FALSE,39,"tertiary",1190,"no"
FALSE,28,"secondary",229,"no"
FALSE,26,"secondary",203,"no"
FALSE,52,"secondary",1818,"yes"
TRUE,42,"secondary",1289,"no"
FALSE,33,"tertiary",39,"no"
TRUE,73,"primary",796,"no"
FALSE,35,"secondary",57,"yes"
FALSE,40,"tertiary",1548,"no"
TRUE,51,"secondary",117,"no"
FALSE,37,"secondary",0,"no"
FALSE,39,"tertiary",691,"yes"
FALSE,28,"secondary",64,"no"
FALSE,49,"tertiary",0,"no"
FALSE,36,"secondary",957,"no"
FALSE,45,"secondary",118,"no"
FALSE,29,"tertiary",218,"no"
TRUE,35,"secondary",724,"no"
FALSE,35,"tertiary",20,"yes"
FALSE,30,"secondary",-28,"no"
FALSE,46,"primary",665,"no"
FALSE,25,"tertiary",5,"no"
TRUE,36,"tertiary",925,"no"
FALSE,42,"primary",2519,"no"
FALSE,57,"secondary",3927,"no"
FALSE,42,"tertiary",401,"no"
FALSE,29,"tertiary",581,"yes"
FALSE,36,"tertiary",1327,"no"
FALSE,31,"secondary",3242,"no"
FALSE,59,"primary",3163,"no"
FALSE,50,"secondary",32,"no"
FALSE,47,"secondary",310,"yes"
FALSE,46,"primary",0,"no"
FALSE,26,"primary",155,"no"
FALSE,31,"secondary",11386,"no"
FALSE,30,"tertiary",1380,"no"
FALSE,47,"unknown",2443,"no"
TRUE,23,"tertiary",1129,"no"
FALSE,44,"primary",4232,"no"
FALSE,42,"secondary",5564,"no"
FALSE,32,"secondary",-402,"no"
FALSE,28,"secondary",1323,"no"
FALSE,57,"primary",1623,"yes"
FALSE,38,"tertiary",1042,"no"
TRUE,22,"secondary",2488,"no"
FALSE,54,"secondary",865,"no"
FALSE,32,"tertiary",-1053,"no"
FALSE,32,"tertiary",1667,"no"
FALSE,59,"secondary",975,"no"
FALSE,45,"secondary",2571,"no"
TRUE,53,"primary",732,"no"
FALSE,50,"secondary",769,"no"
FALSE,34,"secondary",-136,"yes"
TRUE,35,"secondary",3636,"yes"
FALSE,30,"tertiary",931,"no"
FALSE,62,"secondary",565,"no"
FALSE,40,"secondary",271,"no"
FALSE,26,"tertiary",1153,"no"
FALSE,34,"tertiary",-73,"no"
TRUE,50,"unknown",558,"no"
FALSE,31,"tertiary",137,"no"
FALSE,35,"secondary",700,"no"
FALSE,55,"primary",-966,"yes"
FALSE,34,"secondary",96,"no"
FALSE,58,"primary",4007,"no"
FALSE,50,"tertiary",567,"no"
FALSE,31,"secondary",40,"no"
FALSE,47,"secondary",136,"yes"
FALSE,38,"tertiary",917,"no"
FALSE,46,"tertiary",593,"no"
FALSE,42,"primary",505,"no"
FALSE,34,"secondary",2542,"no"
TRUE,37,"tertiary",5355,"no"
FALSE,38,"tertiary",807,"no"
FALSE,59,"secondary",9976,"no"
FALSE,32,"secondary",0,"no"
FALSE,55,"tertiary",540,"no"
FALSE,35,"secondary",280,"yes"
FALSE,56,"tertiary",-59,"yes"
FALSE,27,"secondary",-517,"no"
FALSE,42,"secondary",2613,"no"
FALSE,42,"unknown",-7,"no"
FALSE,41,"primary",0,"no"
FALSE,53,"secondary",-200,"yes"
FALSE,67,"primary",2301,"no"
TRUE,53,"primary",104,"yes"
FALSE,33,"primary",191,"no"
FALSE,31,"unknown",694,"no"
FALSE,31,"secondary",212,"no"
FALSE,30,"tertiary",1882,"no"
FALSE,48,"unknown",131,"no"
FALSE,30,"secondary",175,"no"
FALSE,43,"tertiary",0,"no"
FALSE,38,"tertiary",4425,"no"
FALSE,46,"secondary",3533,"no"
FALSE,59,"secondary",3573,"no"
FALSE,44,"tertiary",476,"yes"
FALSE,35,"secondary",1257,"no"
FALSE,55,"unknown",23,"no"
FALSE,39,"tertiary",0,"no"
FALSE,36,"secondary",398,"yes"
FALSE,33,"secondary",745,"no"
FALSE,48,"tertiary",8106,"no"
FALSE,33,"tertiary",0,"no"
FALSE,67,"unknown",696,"no"
FALSE,48,"secondary",1266,"no"
FALSE,57,"tertiary",2416,"no"
FALSE,31,"primary",25,"no"
FALSE,30,"tertiary",7513,"no"
FALSE,56,"primary",29,"no"
FALSE,26,"primary",5116,"no"
FALSE,44,"secondary",-1746,"no"
TRUE,44,"secondary",14,"no"
TRUE,31,"tertiary",4148,"no"
FALSE,47,"unknown",14,"no"
FALSE,30,"secondary",105,"no"
FALSE,37,"tertiary",767,"yes"
FALSE,56,"primary",0,"yes"
FALSE,43,"secondary",-228,"yes"
FALSE,42,"secondary",508,"no"
FALSE,60,"secondary",725,"no"
FALSE,34,"unknown",41,"no"
FALSE,34,"tertiary",184,"no"
FALSE,41,"tertiary",251,"yes"
FALSE,38,"secondary",-17,"no"
FALSE,23,"secondary",-19,"no"
TRUE,33,"tertiary",1064,"no"
FALSE,36,"secondary",777,"no"
FALSE,49,"tertiary",377,"no"
TRUE,34,"secondary",479,"no"
FALSE,40,"secondary",-375,"no"
FALSE,72,"primary",796,"no"
FALSE,43,"secondary",17,"no"
FALSE,44,"secondary",1071,"no"
FALSE,35,"secondary",0,"no"
FALSE,46,"secondary",7378,"no"
FALSE,55,"secondary",865,"no"
FALSE,50,"secondary",-701,"yes"
FALSE,23,"unknown",817,"no"
FALSE,34,"unknown",1387,"no"
FALSE,40,"secondary",0,"yes"
TRUE,61,"secondary",2917,"no"
FALSE,53,"secondary",4541,"no"
FALSE,57,"secondary",0,"no"
FALSE,28,"secondary",4287,"no"
FALSE,25,"secondary",242,"no"
FALSE,38,"secondary",171,"yes"
FALSE,27,"secondary",259,"no"
FALSE,45,"secondary",827,"no"
FALSE,31,"secondary",469,"yes"
FALSE,39,"primary",2226,"no"
FALSE,42,"secondary",0,"no"
FALSE,46,"tertiary",477,"no"
FALSE,36,"secondary",42,"no"
FALSE,30,"tertiary",775,"no"
FALSE,32,"secondary",9,"no"
TRUE,52,"tertiary",2557,"no"
FALSE,31,"tertiary",2395,"no"
FALSE,60,"primary",4895,"no"
FALSE,35,"secondary",376,"yes"
FALSE,38,"tertiary",389,"no"
FALSE,46,"tertiary",134,"no"
FALSE,45,"tertiary",1273,"yes"
FALSE,59,"secondary",0,"no"
FALSE,34,"tertiary",2892,"yes"
FALSE,33,"secondary",0,"no"
FALSE,46,"secondary",295,"no"
FALSE,48,"secondary",292,"yes"
FALSE,31,"secondary",85,"no"
FALSE,32,"secondary",4,"no"
FALSE,35,"primary",-587,"no"
FALSE,36,"primary",367,"no"
FALSE,52,"tertiary",-1224,"no"
FALSE,45,"tertiary",959,"no"
FALSE,34,"tertiary",0,"no"
FALSE,25,"primary",-589,"no"
FALSE,26,"tertiary",-8,"no"
FALSE,57,"unknown",0,"no"
FALSE,48,"primary",247,"yes"
FALSE,48,"unknown",5543,"no"
FALSE,32,"primary",642,"yes"
FALSE,58,"secondary",11,"no"
FALSE,57,"primary",-226,"no"
FALSE,31,"tertiary",5191,"no"
FALSE,33,"secondary",-320,"no"
FALSE,53,"tertiary",2289,"yes"
FALSE,36,"secondary",725,"no"
FALSE,32,"tertiary",705,"no"
FALSE,45,"secondary",776,"no"
FALSE,35,"tertiary",816,"no"
FALSE,41,"secondary",171,"no"
FALSE,54,"secondary",812,"no"
TRUE,49,"secondary",823,"no"
FALSE,28,"secondary",1453,"no"
FALSE,24,"unknown",431,"no"
FALSE,30,"secondary",1009,"no"
FALSE,32,"primary",286,"no"
FALSE,53,"tertiary",22370,"no"
FALSE,42,"primary",2111,"no"
FALSE,48,"primary",5366,"no"
FALSE,33,"secondary",181,"yes"
FALSE,31,"secondary",-452,"no"
FALSE,56,"primary",1770,"no"
FALSE,58,"primary",0,"no"
FALSE,37,"secondary",-296,"no"
FALSE,59,"primary",2358,"no"
TRUE,50,"tertiary",1200,"no"
FALSE,39,"primary",109,"no"
FALSE,30,"secondary",616,"no"
FALSE,47,"secondary",4906,"no"
FALSE,44,"secondary",313,"no"
FALSE,38,"primary",290,"no"
FALSE,50,"tertiary",1240,"no"
FALSE,27,"tertiary",3672,"no"
FALSE,73,"secondary",19,"no"
FALSE,46,"primary",143,"no"
FALSE,56,"secondary",212,"yes"
TRUE,36,"tertiary",9,"no"
FALSE,33,"primary",3074,"no"
FALSE,40,"tertiary",1734,"no"
FALSE,52,"tertiary",575,"no"
FALSE,51,"secondary",397,"no"
FALSE,33,"secondary",640,"no"
FALSE,54,"secondary",158,"no"
FALSE,44,"secondary",2984,"no"
FALSE,50,"secondary",1011,"no"
TRUE,45,"secondary",0,"no"
TRUE,36,"tertiary",1133,"no"
TRUE,42,"secondary",4945,"no"
FALSE,37,"secondary",712,"no"
FALSE,28,"secondary",-427,"yes"
FALSE,56,"secondary",2146,"yes"
FALSE,59,"secondary",92,"no"
FALSE,32,"secondary",10,"no"
FALSE,57,"primary",1238,"no"
FALSE,49,"secondary",981,"no"
FALSE,56,"unknown",575,"no"
FALSE,48,"unknown",-70,"no"
TRUE,27,"tertiary",3733,"no"
FALSE,31,"tertiary",574,"no"
FALSE,28,"secondary",43,"no"
FALSE,36,"tertiary",428,"no"
FALSE,58,"primary",0,"no"
FALSE,46,"secondary",0,"yes"
FALSE,32,"tertiary",474,"no"
FALSE,39,"secondary",-540,"no"
FALSE,35,"tertiary",560,"no"
TRUE,31,"tertiary",325,"no"
TRUE,29,"tertiary",437,"no"
FALSE,48,"primary",574,"no"
FALSE,60,"primary",0,"no"
FALSE,74,"secondary",935,"no"
FALSE,30,"secondary",699,"no"
FALSE,52,"primary",0,"no"
FALSE,24,"secondary",-220,"no"
FALSE,29,"secondary",11417,"no"
FALSE,33,"primary",212,"no"
FALSE,34,"secondary",67,"yes"
TRUE,45,"secondary",0,"no"
FALSE,31,"secondary",0,"yes"
FALSE,45,"secondary",1673,"no"
FALSE,27,"secondary",-1202,"no"
FALSE,30,"tertiary",4213,"no"
FALSE,45,"primary",0,"no"
FALSE,57,"secondary",1521,"yes"
FALSE,34,"tertiary",1310,"no"
FALSE,40,"secondary",0,"yes"
FALSE,39,"tertiary",399,"no"
FALSE,46,"tertiary",405,"no"
TRUE,55,"tertiary",9756,"no"
TRUE,25,"tertiary",2506,"no"
FALSE,34,"tertiary",697,"no"
FALSE,37,"primary",403,"no"
FALSE,64,"tertiary",890,"no"
FALSE,45,"secondary",809,"no"
FALSE,57,"secondary",158,"no"
FALSE,21,"unknown",137,"no"
FALSE,58,"secondary",2705,"no"
TRUE,41,"secondary",75,"no"
FALSE,41,"unknown",2457,"no"
FALSE,58,"tertiary",541,"no"
FALSE,33,"tertiary",287,"no"
FALSE,32,"tertiary",273,"yes"
FALSE,44,"secondary",0,"no"
FALSE,47,"unknown",677,"no"
FALSE,41,"primary",340,"no"
FALSE,54,"tertiary",98,"no"
FALSE,47,"tertiary",477,"no"
FALSE,32,"tertiary",2629,"no"
FALSE,59,"tertiary",0,"yes"
TRUE,29,"tertiary",2325,"no"
FALSE,48,"secondary",-20,"no"
TRUE,32,"secondary",230,"no"
FALSE,46,"secondary",-852,"yes"
FALSE,31,"primary",-280,"no"
TRUE,53,"secondary",25,"no"
FALSE,34,"tertiary",9851,"no"
FALSE,48,"unknown",5095,"no"
FALSE,32,"secondary",687,"no"
FALSE,31,"secondary",1368,"no"
FALSE,27,"primary",-179,"no"
FALSE,60,"secondary",-396,"no"
FALSE,34,"tertiary",1011,"no"
FALSE,52,"secondary",9,"yes"
FALSE,48,"secondary",1159,"yes"
FALSE,45,"primary",-322,"no"
FALSE,54,"secondary",1114,"no"
FALSE,52,"secondary",2072,"no"
FALSE,47,"tertiary",459,"no"
FALSE,54,"secondary",1157,"no"
FALSE,34,"secondary",8309,"yes"
FALSE,39,"tertiary",1043,"no"
FALSE,46,"secondary",2098,"no"
FALSE,26,"secondary",461,"no"
FALSE,37,"secondary",61,"no"
FALSE,47,"secondary",1203,"no"
FALSE,35,"secondary",1067,"yes"
FALSE,57,"primary",0,"no"
FALSE,34,"tertiary",1657,"no"
TRUE,47,"secondary",1219,"no"
FALSE,27,"secondary",7,"no"
TRUE,40,"secondary",-839,"yes"
FALSE,39,"secondary",994,"no"
FALSE,36,"tertiary",6,"no"
FALSE,42,"secondary",0,"no"
FALSE,23,"primary",8627,"no"
FALSE,34,"tertiary",133,"no"
FALSE,34,"secondary",247,"yes"
FALSE,49,"secondary",1114,"no"
FALSE,57,"primary",1592,"yes"
FALSE,59,"unknown",0,"no"
FALSE,57,"tertiary",46,"no"
FALSE,34,"secondary",1221,"no"
TRUE,61,"secondary",985,"no"
FALSE,35,"secondary",0,"no"
FALSE,42,"tertiary",520,"no"
FALSE,57,"tertiary",10,"no"
FALSE,42,"secondary",2157,"no"
FALSE,53,"secondary",6095,"yes"
FALSE,63,"tertiary",133,"no"
FALSE,47,"secondary",1121,"no"
FALSE,54,"secondary",88,"no"
FALSE,45,"secondary",0,"no"
FALSE,28,"tertiary",-328,"no"
FALSE,58,"secondary",610,"no"
FALSE,48,"tertiary",414,"no"
TRUE,35,"tertiary",0,"no"
FALSE,37,"tertiary",0,"no"
FALSE,37,"secondary",685,"no"
FALSE,37,"primary",22856,"no"
FALSE,25,"secondary",-352,"no"
FALSE,58,"secondary",602,"no"
FALSE,52,"secondary",-588,"no"
TRUE,19,"secondary",302,"no"
FALSE,59,"secondary",5314,"no"
FALSE,41,"secondary",64,"yes"
FALSE,34,"tertiary",632,"no"
FALSE,35,"secondary",5731,"no"
FALSE,41,"secondary",902,"no"
FALSE,28,"secondary",6307,"no"
FALSE,53,"secondary",112,"yes"
FALSE,35,"secondary",0,"yes"
FALSE,33,"tertiary",621,"no"
FALSE,37,"secondary",435,"no"
FALSE,32,"secondary",782,"no"
FALSE,32,"secondary",478,"no"
FALSE,54,"unknown",7864,"no"
FALSE,44,"secondary",1910,"no"
FALSE,36,"tertiary",1174,"no"
FALSE,56,"secondary",1270,"no"
FALSE,30,"tertiary",18,"no"
FALSE,36,"secondary",141,"no"
FALSE,43,"tertiary",2886,"no"
FALSE,40,"secondary",2715,"no"
FALSE,32,"tertiary",1100,"yes"
FALSE,34,"secondary",516,"yes"
FALSE,37,"secondary",1,"no"
FALSE,28,"secondary",775,"no"
FALSE,35,"primary",634,"no"
FALSE,53,"secondary",5715,"no"
FALSE,60,"unknown",1088,"no"
FALSE,40,"secondary",1532,"yes"
FALSE,57,"primary",75,"no"
FALSE,29,"secondary",103,"no"
FALSE,44,"primary",134,"no"
FALSE,41,"secondary",748,"no"
FALSE,47,"secondary",1990,"yes"
FALSE,43,"tertiary",192,"no"
FALSE,37,"secondary",267,"no"
FALSE,34,"tertiary",586,"no"
FALSE,30,"secondary",648,"yes"
FALSE,57,"secondary",25,"no"
FALSE,26,"secondary",96,"no"
FALSE,34,"tertiary",1116,"no"
TRUE,46,"secondary",-90,"yes"
TRUE,38,"tertiary",170,"no"
TRUE,37,"secondary",3665,"no"
FALSE,28,"tertiary",2380,"no"
FALSE,57,"primary",179,"no"
TRUE,39,"tertiary",763,"no"
TRUE,49,"secondary",320,"no"
FALSE,38,"secondary",1960,"no"
FALSE,27,"secondary",818,"no"
FALSE,30,"secondary",2678,"no"
FALSE,38,"tertiary",1980,"no"
FALSE,36,"tertiary",1582,"no"
FALSE,38,"unknown",62,"no"
FALSE,59,"primary",235,"no"
FALSE,37,"tertiary",489,"no"
FALSE,29,"tertiary",3931,"no"
TRUE,43,"secondary",699,"yes"
FALSE,33,"secondary",58,"no"
FALSE,54,"secondary",1327,"no"
FALSE,55,"secondary",557,"no"
FALSE,32,"tertiary",741,"no"
FALSE,48,"primary",3230,"no"
FALSE,33,"tertiary",1439,"no"
FALSE,46,"secondary",120,"no"
TRUE,44,"tertiary",1058,"no"
FALSE,47,"primary",881,"no"
TRUE,38,"secondary",6728,"no"
FALSE,80,"secondary",462,"no"
FALSE,40,"secondary",167,"yes"
FALSE,43,"tertiary",1574,"no"
TRUE,32,"tertiary",1625,"no"
FALSE,39,"tertiary",562,"no"
FALSE,33,"secondary",9305,"no"
FALSE,31,"secondary",35,"yes"
FALSE,36,"tertiary",0,"no"
FALSE,35,"tertiary",2486,"no"
FALSE,25,"secondary",368,"no"
FALSE,33,"secondary",1558,"no"
FALSE,23,"primary",8627,"no"
FALSE,31,"tertiary",2590,"no"
FALSE,36,"tertiary",0,"yes"
FALSE,44,"tertiary",900,"no"
FALSE,31,"tertiary",385,"no"
FALSE,55,"primary",1649,"no"
TRUE,51,"secondary",9228,"no"
FALSE,36,"secondary",0,"yes"
FALSE,27,"tertiary",1,"no"
FALSE,40,"secondary",771,"no"
FALSE,49,"secondary",280,"no"
FALSE,59,"primary",46,"no"
TRUE,32,"tertiary",2431,"no"
FALSE,42,"tertiary",308,"no"
FALSE,35,"tertiary",160,"no"
FALSE,29,"secondary",555,"no"
FALSE,29,"secondary",778,"no"
FALSE,37,"secondary",48,"no"
FALSE,49,"primary",169,"no"
FALSE,51,"secondary",12,"no"
FALSE,61,"primary",848,"no"
FALSE,43,"secondary",481,"no"
FALSE,42,"tertiary",12223,"no"
FALSE,24,"secondary",-254,"yes"
FALSE,46,"tertiary",1148,"no"
FALSE,23,"secondary",5,"no"
FALSE,26,"secondary",50,"no"
FALSE,43,"primary",92,"no"
TRUE,35,"tertiary",470,"no"
FALSE,38,"secondary",0,"no"
FALSE,56,"primary",109,"no"
FALSE,31,"secondary",440,"no"
TRUE,32,"tertiary",0,"no"
FALSE,28,"secondary",2685,"yes"
FALSE,26,"secondary",-3,"no"
FALSE,49,"tertiary",7007,"no"
FALSE,33,"secondary",220,"no"
FALSE,80,"primary",1548,"no"
FALSE,40,"secondary",326,"yes"
FALSE,42,"secondary",0,"no"
FALSE,46,"secondary",123,"no"
FALSE,32,"tertiary",697,"no"
FALSE,37,"tertiary",223,"no"
FALSE,32,"secondary",1694,"no"
FALSE,53,"tertiary",4446,"no"
FALSE,39,"tertiary",894,"no"
FALSE,31,"secondary",202,"no"
FALSE,34,"tertiary",0,"no"
FALSE,44,"tertiary",1707,"no"
FALSE,35,"secondary",13658,"no"
FALSE,39,"secondary",406,"no"
FALSE,55,"secondary",96,"no"
TRUE,34,"secondary",0,"no"
FALSE,39,"tertiary",-276,"yes"
FALSE,58,"secondary",413,"no"
FALSE,37,"primary",655,"no"
TRUE,56,"primary",694,"no"
FALSE,32,"secondary",10218,"no"
TRUE,41,"tertiary",1646,"no"
FALSE,29,"tertiary",14,"no"
FALSE,44,"tertiary",7635,"no"
FALSE,24,"secondary",9,"no"
FALSE,43,"secondary",1029,"no"
FALSE,26,"tertiary",2855,"no"
FALSE,39,"secondary",260,"no"
TRUE,49,"secondary",2039,"no"
FALSE,52,"primary",-97,"yes"
FALSE,33,"tertiary",1465,"no"
FALSE,30,"secondary",125,"no"
FALSE,32,"tertiary",930,"no"
FALSE,27,"tertiary",0,"no"
FALSE,58,"primary",73,"no"
FALSE,46,"primary",-35,"no"
FALSE,28,"tertiary",1351,"no"
FALSE,39,"primary",1601,"no"
FALSE,41,"unknown",88,"no"
FALSE,38,"secondary",435,"no"
FALSE,50,"secondary",717,"no"
FALSE,56,"secondary",705,"no"
FALSE,34,"secondary",1553,"no"
FALSE,33,"secondary",-131,"no"
TRUE,61,"secondary",1191,"no"
FALSE,36,"secondary",47,"yes"
FALSE,34,"tertiary",544,"yes"
FALSE,36,"secondary",688,"no"
TRUE,45,"tertiary",242,"no"
FALSE,27,"tertiary",118,"no"
FALSE,45,"secondary",-388,"no"
FALSE,40,"tertiary",1603,"no"
TRUE,36,"secondary",1511,"no"
FALSE,46,"primary",147,"no"
FALSE,37,"tertiary",836,"no"
FALSE,36,"secondary",55,"no"
FALSE,37,"secondary",1123,"yes"
TRUE,22,"tertiary",691,"no"
FALSE,51,"secondary",0,"yes"
FALSE,49,"secondary",12531,"no"
FALSE,35,"tertiary",552,"yes"
FALSE,50,"primary",0,"no"
FALSE,31,"tertiary",309,"yes"
FALSE,47,"secondary",33,"no"
FALSE,59,"secondary",681,"no"
FALSE,32,"secondary",1787,"no"
TRUE,71,"tertiary",14220,"no"
TRUE,31,"tertiary",12569,"no"
FALSE,41,"primary",4,"no"
FALSE,35,"primary",3587,"no"
FALSE,36,"tertiary",254,"no"
FALSE,46,"primary",1712,"no"
FALSE,46,"secondary",4855,"no"
FALSE,47,"tertiary",2408,"no"
FALSE,35,"tertiary",252,"no"
FALSE,37,"secondary",346,"no"
TRUE,56,"secondary",45,"no"
TRUE,46,"secondary",556,"yes"
FALSE,44,"tertiary",-710,"no"
FALSE,48,"tertiary",-551,"no"
FALSE,28,"secondary",56,"no"
FALSE,38,"tertiary",1514,"yes"
FALSE,34,"tertiary",178,"no"
FALSE,56,"secondary",359,"no"
TRUE,55,"secondary",1580,"yes"
FALSE,44,"secondary",221,"no"
FALSE,38,"tertiary",1161,"no"
