"subscribed","age","job","marital","education","default","balance","loan","contact","campaign"
FALSE,44,"technician","divorced","unknown","no",759,"no","unknown",1
FALSE,55,"retired","married","secondary","no",4194,"yes","telephone",3
FALSE,35,"student","single","unknown","no",0,"no","telephone",3
FALSE,36,"technician","married","tertiary","no",629,"yes","cellular",1
FALSE,54,"retired","married","secondary","no",153,"yes","unknown",1
FALSE,32,"management","married","tertiary","no",553,"no","cellular",1
FALSE,36,"management","divorced","tertiary","no",1057,"no","cellular",2
FALSE,60,"retired","married","secondary","no",78,"no","unknown",3
FALSE,32,"technician","single","secondary","no",-28,"yes","unknown",1
FALSE,57,"management","married","tertiary","no",929,"no","cellular",8
FALSE,34,"blue-collar","married","primary","no",428,"no","cellular",2
FALSE,27,"student","single","secondary","no",268,"no","cellular",1
TRUE,52,"management","single","tertiary","no",83,"no","cellular",6
FALSE,45,"admin.","divorced","unknown","no",998,"no","telephone",2
FALSE,58,"admin.","single","secondary","no",2223,"no","cellular",2
FALSE,39,"blue-collar","single","primary","no",6,"no","cellular",2
FALSE,48,"blue-collar","single","secondary","no",312,"yes","cellular",2
FALSE,36,"management","single","secondary","no",0,"no","cellular",5
FALSE,31,"technician","single","secondary","no",691,"no","cellular",1
FALSE,41,"management","married","tertiary","no",771,"no","cellular",8
FALSE,30,"self-employed","single","secondary","no",192,"no","cellular",1
FALSE,57,"retired","married","tertiary","no",0,"no","cellular",4
TRUE,29,"admin.","single","secondary","no",1070,"no","unknown",1
TRUE,29,"services","divorced","secondary","no",84,"no","cellular",2
FALSE,30,"management","single","tertiary","no",2,"no","cellular",1
FALSE,44,"management","married","tertiary","no",1242,"no","cellular",6
FALSE,33,"student","single","unknown","no",5969,"no","cellular",2
FALSE,56,"admin.","divorced","secondary","no",3337,"no","telephone",3
TRUE,26,"services","single","secondary","no",1347,"no","telephone",6
FALSE,52,"technician","married","secondary","no",64,"no","telephone",2
FALSE,32,"management","single","secondary","no",249,"no","unknown",1
FALSE,36,"technician","single","secondary","no",0,"no","cellular",6
FALSE,26,"blue-collar","married","secondary","no",128,"no","unknown",1
FALSE,37,"blue-collar","married","secondary","no",196,"no","unknown",3
FALSE,34,"technician","married","secondary","no",351,"no","cellular",1
FALSE,26,"services","single","secondary","no",5533,"no","cellular",2
TRUE,32,"services","married","secondary","no",38,"no","cellular",1
FALSE,30,"management","single","tertiary","yes",35,"no","cellular",4
FALSE,27,"technician","single","secondary","no",235,"no","cellular",5
FALSE,42,"admin.","single","secondary","no",30,"no","cellular",1
FALSE,33,"blue-collar","single","primary","no",92,"no","unknown",1
FALSE,37,"blue-collar","married","secondary","no",67,"no","unknown",2
FALSE,45,"blue-collar","married","secondary","no",4022,"no","cellular",3
TRUE,36,"entrepreneur","married","tertiary","no",3057,"no","unknown",4
FALSE,39,"management","single","tertiary","no",0,"no","cellular",4
FALSE,33,"management","single","tertiary","no",349,"no","cellular",1
FALSE,47,"services","married","secondary","no",2322,"no","cellular",1
FALSE,49,"entrepreneur","married","secondary","no",167,"yes","unknown",3
FALSE,46,"management","divorced","secondary","no",558,"no","cellular",6
FALSE,31,"services","married","secondary","no",-230,"yes","cellular",1
FALSE,43,"unemployed","divorced","secondary","no",4094,"no","cellular",1
TRUE,30,"blue-collar","single","secondary","yes",239,"no","unknown",1
FALSE,43,"management","divorced","tertiary","no",497,"no","cellular",1
FALSE,42,"blue-collar","married","secondary","no",179,"no","cellular",1
TRUE,30,"admin.","single","tertiary","no",305,"no","cellular",1
FALSE,33,"management","single","tertiary","no",-67,"no","unknown",1
FALSE,41,"admin.","married","secondary","no",4539,"no","unknown",3
FALSE,29,"blue-collar","single","secondary","no",770,"no","cellular",1
FALSE,38,"unemployed","married","secondary","no",-673,"no","unknown",1
FALSE,29,"technician","married","tertiary","no",858,"no","cellular",7
TRUE,80,"housemaid","married","primary","no",0,"no","cellular",1
FALSE,38,"management","single","tertiary","no",5244,"no","cellular",4
FALSE,36,"blue-collar","divorced","primary","no",117,"no","unknown",4
FALSE,38,"self-employed","married","tertiary","no",846,"no","cellular",1
FALSE,44,"management","married","secondary","yes",0,"no","cellular",2
TRUE,31,"management","married","tertiary","no",1331,"no","cellular",1
FALSE,31,"services","single","secondary","no",31,"yes","unknown",2
FALSE,57,"admin.","divorced","primary","no",179,"no","cellular",1
FALSE,37,"blue-collar","married","primary","no",543,"no","unknown",1
FALSE,50,"blue-collar","married","secondary","no",253,"yes","cellular",2
FALSE,60,"retired","married","primary","no",71188,"no","cellular",1
FALSE,51,"management","married","tertiary","no",5108,"no","cellular",1
FALSE,48,"blue-collar","married","secondary","no",1738,"no","cellular",1
FALSE,42,"blue-collar","married","primary","no",-97,"no","cellular",4
FALSE,36,"blue-collar","married","secondary","no",199,"no","cellular",1
FALSE,43,"management","married","tertiary","no",489,"no","cellular",1
FALSE,31,"admin.","married","primary","no",355,"yes","unknown",6
FALSE,49,"technician","single","secondary","no",-97,"no","unknown",2
FALSE,35,"management","divorced","tertiary","no",473,"yes","cellular",2
FALSE,44,"entrepreneur","married","secondary","no",6649,"no","cellular",2
FALSE,34,"self-employed","married","tertiary","no",263,"no","cellular",1
FALSE,46,"blue-collar","married","secondary","no",781,"no","unknown",1
FALSE,49,"blue-collar","married","primary","no",1032,"no","unknown",5
FALSE,32,"blue-collar","married","secondary","no",119,"no","cellular",5
FALSE,35,"management","divorced","tertiary","no",434,"no","cellular",1
FALSE,51,"admin.","married","secondary","no",2967,"no","unknown",2
FALSE,57,"retired","divorced","secondary","no",-331,"no","unknown",1
FALSE,59,"management","married","tertiary","no",1585,"no","telephone",5
FALSE,40,"services","divorced","unknown","no",4384,"no","unknown",1
FALSE,49,"management","single","tertiary","no",588,"no","cellular",9
FALSE,51,"management","married","secondary","no",3180,"no","cellular",1
FALSE,35,"admin.","married","secondary","yes",0,"yes","unknown",3
FALSE,29,"self-employed","married","secondary","no",-76,"no","unknown",2
TRUE,32,"services","single","secondary","no",152,"no","cellular",2
FALSE,37,"housemaid","divorced","secondary","no",1040,"no","cellular",1
FALSE,49,"unemployed","married","primary","no",-384,"no","unknown",1
FALSE,45,"technician","married","unknown","no",473,"no","unknown",1
FALSE,34,"technician","single","secondary","no",475,"no","cellular",8
FALSE,53,"technician","married","secondary","no",0,"no","cellular",9
FALSE,42,"entrepreneur","married","primary","no",149,"no","cellular",2
TRUE,43,"technician","married","secondary","no",3285,"no","unknown",2
FALSE,52,"retired","married","secondary","no",424,"no","cellular",1
FALSE,34,"blue-collar","single","secondary","no",79,"yes","cellular",1
TRUE,34,"technician","divorced","tertiary","no",674,"no","cellular",2
TRUE,27,"services","married","secondary","no",0,"no","cellular",13
FALSE,43,"unemployed","married","tertiary","no",58,"no","cellular",4
FALSE,41,"technician","married","tertiary","no",532,"no","cellular",1
FALSE,72,"retired","married","secondary","no",4130,"no","cellular",1
FALSE,35,"blue-collar","married","primary","no",422,"no","cellular",1
FALSE,41,"management","married","tertiary","no",437,"no","unknown",21
TRUE,36,"blue-collar","divorced","primary","no",-308,"no","cellular",1
FALSE,51,"housemaid","married","primary","no",30,"no","cellular",2
FALSE,37,"self-employed","married","tertiary","no",137,"no","cellular",6
TRUE,42,"admin.","single","secondary","no",-247,"yes","telephone",1
FALSE,26,"admin.","single","secondary","no",321,"no","cellular",7
FALSE,23,"services","single","secondary","no",250,"no","cellular",1
FALSE,50,"management","married","tertiary","no",-470,"no","cellular",2
FALSE,37,"blue-collar","married","secondary","no",140,"yes","cellular",1
FALSE,35,"management","married","tertiary","no",2793,"no","cellular",2
FALSE,37,"management","married","tertiary","no",410,"no","cellular",2
FALSE,79,"retired","divorced","unknown","no",2628,"no","telephone",7
FALSE,39,"technician","married","secondary","no",116,"no","cellular",2
FALSE,47,"services","married","secondary","no",0,"no","telephone",1
FALSE,44,"blue-collar","married","secondary","no",878,"no","cellular",1
TRUE,36,"management","single","tertiary","no",2944,"no","cellular",8
FALSE,33,"blue-collar","single","secondary","no",3975,"yes","cellular",1
FALSE,42,"services","married","secondary","no",96,"no","cellular",3
FALSE,35,"technician","single","tertiary","no",2288,"no","telephone",2
FALSE,31,"blue-collar","married","secondary","no",472,"no","unknown",2
FALSE,58,"services","married","primary","no",65,"no","unknown",1
FALSE,46,"management","married","tertiary","no",0,"no","unknown",2
FALSE,41,"admin.","single","secondary","no",400,"no","unknown",6
FALSE,58,"technician","married","secondary","no",7495,"no","unknown",1
FALSE,33,"blue-collar","married","secondary","no",137,"yes","cellular",12
FALSE,31,"unemployed","married","secondary","no",24,"no","cellular",1
TRUE,55,"technician","divorced","secondary","no",3450,"no","cellular",1
FALSE,38,"technician","single","secondary","no",311,"no","cellular",2
FALSE,55,"housemaid","married","secondary","no",139,"no","cellular",2
FALSE,47,"management","single","tertiary","no",0,"no","unknown",3
FALSE,51,"housemaid","married","primary","no",492,"no","unknown",3
FALSE,46,"management","single","tertiary","no",334,"no","telephone",6
TRUE,61,"management","married","tertiary","no",997,"no","cellular",1
FALSE,47,"management","single","tertiary","no",440,"no","cellular",4
FALSE,34,"technician","married","secondary","no",47,"no","cellular",6
FALSE,34,"blue-collar","married","secondary","no",1298,"no","unknown",1
FALSE,41,"management","divorced","tertiary","no",3355,"no","cellular",2
FALSE,36,"blue-collar","divorced","secondary","no",-11,"no","unknown",2
FALSE,26,"blue-collar","single","secondary","no",396,"no","unknown",1
TRUE,35,"management","married","tertiary","no",8,"no","cellular",3
FALSE,36,"blue-collar","married","secondary","no",1409,"no","unknown",2
TRUE,26,"management","single","tertiary","no",170,"no","cellular",1
FALSE,58,"management","married","primary","no",2769,"no","cellular",2
FALSE,50,"blue-collar","married","secondary","no",2320,"no","cellular",1
FALSE,61,"retired","married","secondary","no",76,"no","cellular",7
FALSE,28,"technician","single","secondary","no",2034,"no","unknown",1
FALSE,49,"blue-collar","single","primary","no",3018,"no","unknown",1
TRUE,74,"retired","married","secondary","no",921,"no","telephone",2
FALSE,53,"blue-collar","married","secondary","no",483,"no","cellular",3
FALSE,46,"self-employed","married","secondary","no",390,"no","cellular",2
TRUE,47,"management","married","tertiary","no",0,"no","cellular",1
FALSE,42,"blue-collar","single","primary","no",92,"no","cellular",2
FALSE,56,"services","married","secondary","no",22196,"no","cellular",1
FALSE,42,"technician","married","secondary","no",2,"no","unknown",2
FALSE,49,"housemaid","married","primary","no",249,"no","cellular",1
FALSE,43,"unemployed","single","unknown","no",3274,"no","cellular",1
FALSE,39,"services","married","secondary","no",5731,"no","unknown",2
TRUE,66,"retired","married","primary","no",206,"no","cellular",1
FALSE,30,"technician","single","tertiary","no",2325,"no","cellular",3
FALSE,38,"management","single","tertiary","no",0,"no","cellular",1
FALSE,31,"blue-collar","married","secondary","no",1664,"no","cellular",1
FALSE,32,"technician","married","secondary","no",3333,"no","cellular",4
FALSE,48,"technician","married","secondary","no",7020,"no","cellular",2
FALSE,34,"admin.","married","tertiary","no",37,"no","cellular",1
FALSE,28,"student","single","secondary","no",28,"no","cellular",2
FALSE,40,"admin.","single","secondary","no",1670,"no","unknown",2
FALSE,36,"entrepreneur","married","secondary","no",134,"no","unknown",1
FALSE,52,"retired","married","secondary","no",603,"yes","unknown",1
FALSE,46,"admin.","married","primary","no",276,"yes","unknown",2
FALSE,25,"technician","single","secondary","no",2157,"no","cellular",1
FALSE,52,"blue-collar","married","secondary","no",161,"no","unknown",2
FALSE,40,"blue-collar","married","primary","no",3658,"no","unknown",1
FALSE,26,"management","divorced","tertiary","yes",-402,"yes","unknown",2
FALSE,26,"blue-collar","single","primary","no",3342,"no","unknown",4
FALSE,35,"self-employed","single","secondary","no",1732,"no","telephone",3
FALSE,40,"admin.","single","secondary","no",263,"no","unknown",1
FALSE,31,"management","married","tertiary","no",623,"no","cellular",2
FALSE,32,"admin.","married","secondary","no",3540,"no","cellular",1
TRUE,33,"admin.","married","secondary","no",95,"no","cellular",1
TRUE,53,"services","divorced","secondary","no",765,"no","cellular",3
TRUE,46,"technician","divorced","secondary","no",-824,"no","cellular",3
FALSE,28,"management","single","tertiary","no",5549,"no","cellular",6
FALSE,31,"blue-collar","married","secondary","no",191,"no","unknown",1
FALSE,44,"blue-collar","married","primary","no",420,"no","unknown",2
FALSE,35,"admin.","married","secondary","no",0,"no","unknown",1
FALSE,50,"technician","divorced","unknown","no",2706,"no","unknown",3
FALSE,32,"technician","married","secondary","yes",4,"yes","cellular",8
FALSE,51,"admin.","married","secondary","no",423,"yes","cellular",1
FALSE,51,"management","married","tertiary","no",-892,"yes","cellular",2
FALSE,31,"blue-collar","married","unknown","no",-120,"no","cellular",3
FALSE,41,"admin.","divorced","secondary","no",-365,"no","unknown",10
FALSE,57,"technician","married","tertiary","no",27069,"yes","unknown",3
FALSE,34,"management","single","tertiary","no",8038,"no","cellular",3
FALSE,47,"technician","married","secondary","no",-938,"no","unknown",2
FALSE,47,"admin.","divorced","secondary","no",1139,"no","cellular",2
FALSE,36,"self-employed","married","secondary","no",189,"no","cellular",1
TRUE,29,"housemaid","single","tertiary","no",19,"no","cellular",2
FALSE,39,"technician","married","secondary","no",3663,"no","cellular",3
FALSE,53,"blue-collar","single","unknown","no",0,"no","unknown",7
FALSE,47,"blue-collar","married","secondary","yes",-614,"no","unknown",2
FALSE,51,"technician","divorced","secondary","no",2323,"yes","cellular",10
FALSE,48,"blue-collar","married","secondary","no",425,"no","telephone",2
FALSE,32,"technician","married","secondary","no",5122,"no","cellular",1
FALSE,36,"management","divorced","tertiary","no",608,"no","cellular",2
TRUE,50,"unknown","married","primary","no",341,"yes","cellular",4
TRUE,39,"admin.","married","secondary","no",607,"no","cellular",2
FALSE,31,"blue-collar","married","secondary","no",1495,"yes","unknown",3
FALSE,49,"admin.","married","secondary","no",381,"no","cellular",2
FALSE,33,"unemployed","divorced","secondary","no",385,"no","telephone",28
FALSE,26,"management","single","tertiary","no",1274,"no","cellular",1
FALSE,27,"blue-collar","married","secondary","no",362,"no","unknown",2
FALSE,51,"blue-collar","married","primary","no",377,"no","telephone",4
FALSE,26,"admin.","single","secondary","no",802,"no","cellular",1
FALSE,45,"admin.","married","secondary","no",194,"no","cellular",4
TRUE,54,"technician","married","secondary","no",-315,"yes","cellular",1
FALSE,49,"technician","married","tertiary","no",1843,"no","cellular",1
FALSE,47,"technician","married","secondary","no",-9,"no","cellular",2
FALSE,42,"housemaid","married","primary","no",83,"yes","cellular",1
FALSE,50,"entrepreneur","married","tertiary","no",433,"no","cellular",4
FALSE,37,"admin.","married","secondary","no",-107,"no","unknown",2
FALSE,54,"blue-collar","married","primary","no",4503,"no","telephone",3
FALSE,40,"services","married","secondary","no",51,"no","cellular",1
FALSE,50,"services","married","secondary","no",961,"yes","cellular",4
FALSE,57,"retired","married","secondary","no",49,"yes","cellular",4
FALSE,33,"technician","married","secondary","no",3470,"no","cellular",2
FALSE,49,"technician","married","secondary","no",-147,"no","cellular",1
FALSE,35,"services","married","secondary","no",0,"no","cellular",2
FALSE,28,"blue-collar","single","secondary","no",0,"no","unknown",1
FALSE,58,"management","married","tertiary","no",172,"no","cellular",7
FALSE,31,"admin.","single","secondary","no",-407,"yes","cellular",1
FALSE,36,"management","divorced","tertiary","no",649,"no","cellular",2
FALSE,49,"blue-collar","single","primary","no",1040,"no","cellular",2
FALSE,30,"unemployed","married","secondary","no",142,"no","unknown",4
FALSE,29,"services","single","secondary","no",209,"no","cellular",7
FALSE,50,"management","married","unknown","no",3304,"no","unknown",2
TRUE,26,"student","single","tertiary","no",294,"no","cellular",1
FALSE,27,"housemaid","married","secondary","no",4848,"yes","telephone",3
FALSE,32,"blue-collar","single","secondary","no",1670,"no","cellular",1
FALSE,62,"unknown","married","secondary","no",367,"no","telephone",5
FALSE,34,"blue-collar","single","secondary","no",13683,"no","unknown",3
FALSE,25,"admin.","single","tertiary","no",1420,"no","cellular",2
FALSE,34,"management","single","tertiary","no",340,"no","unknown",28
TRUE,44,"technician","single","secondary","no",1679,"no","telephone",1
FALSE,38,"management","married","tertiary","no",1198,"no","cellular",1
FALSE,57,"admin.","married","secondary","no",169,"no","cellular",1
FALSE,36,"self-employed","married","tertiary","no",506,"no","cellular",1
FALSE,41,"entrepreneur","married","secondary","no",1249,"no","cellular",1
FALSE,36,"management","single","tertiary","no",678,"yes","unknown",3
FALSE,27,"management","single","tertiary","no",212,"no","cellular",1
FALSE,37,"technician","divorced","secondary","no",23,"no","cellular",2
TRUE,47,"management","single","tertiary","no",4402,"no","telephone",1
TRUE,31,"services","divorced","primary","no",459,"no","cellular",1
FALSE,39,"self-employed","married","secondary","no",4722,"no","unknown",1
FALSE,35,"admin.","divorced","tertiary","no",1555,"no","unknown",2
FALSE,40,"blue-collar","married","secondary","no",61,"no","unknown",3
FALSE,38,"management","single","tertiary","no",0,"no","cellular",2
FALSE,31,"technician","married","secondary","no",3706,"no","cellular",1
TRUE,36,"blue-collar","married","primary","no",1177,"no","cellular",1
FALSE,53,"management","married","primary","no",2096,"no","unknown",1
FALSE,59,"blue-collar","married","primary","no",748,"no","unknown",1
FALSE,29,"management","single","tertiary","no",3357,"no","cellular",3
FALSE,30,"admin.","single","secondary","no",3809,"no","unknown",4
FALSE,52,"admin.","married","secondary","no",395,"no","unknown",3
FALSE,55,"blue-collar","married","secondary","no",1011,"no","cellular",2
FALSE,56,"blue-collar","married","primary","no",420,"no","unknown",1
FALSE,32,"admin.","married","secondary","no",76,"no","unknown",2
FALSE,24,"blue-collar","married","secondary","no",0,"no","unknown",1
FALSE,51,"blue-collar","married","primary","no",844,"no","unknown",3
FALSE,36,"management","married","tertiary","no",1318,"no","cellular",2
FALSE,36,"technician","married","tertiary","no",167,"no","cellular",1
TRUE,42,"management","married","tertiary","no",2187,"no","cellular",3
FALSE,49,"admin.","married","secondary","no",14440,"no","cellular",1
FALSE,48,"management","married","secondary","no",2294,"no","unknown",11
FALSE,36,"management","married","secondary","no",80,"no","unknown",3
FALSE,48,"management","married","primary","no",2537,"no","cellular",6
TRUE,30,"technician","married","tertiary","no",569,"no","cellular",12
FALSE,27,"management","single","tertiary","yes",0,"yes","cellular",1
FALSE,38,"entrepreneur","married","tertiary","no",0,"no","cellular",3
TRUE,36,"technician","single","secondary","yes",12,"no","cellular",2
FALSE,45,"technician","married","secondary","no",49,"no","cellular",2
FALSE,44,"housemaid","married","tertiary","no",460,"no","unknown",1
FALSE,42,"technician","married","secondary","no",613,"no","cellular",2
FALSE,37,"entrepreneur","married","tertiary","no",7944,"no","cellular",1
FALSE,48,"blue-collar","married","secondary","no",1143,"no","cellular",1
FALSE,57,"retired","married","primary","no",-464,"no","cellular",1
FALSE,44,"services","married","secondary","no",1989,"yes","cellular",2
FALSE,48,"technician","married","secondary","no",17,"yes","cellular",1
FALSE,56,"retired","married","primary","no",-1,"no","cellular",23
FALSE,37,"management","married","tertiary","no",1698,"no","unknown",2
FALSE,47,"blue-collar","married","secondary","no",5306,"no","unknown",1
FALSE,54,"housemaid","married","unknown","no",0,"no","cellular",5
TRUE,51,"retired","divorced","secondary","no",1679,"no","cellular",1
TRUE,47,"admin.","married","secondary","no",3676,"no","cellular",1
TRUE,25,"management","married","tertiary","no",-242,"yes","cellular",4
FALSE,39,"services","single","secondary","no",471,"no","unknown",1
FALSE,40,"management","married","tertiary","no",8902,"no","cellular",5
FALSE,38,"management","single","tertiary","no",1704,"no","cellular",1
TRUE,34,"management","married","tertiary","no",3050,"no","cellular",1
FALSE,53,"housemaid","married","primary","no",2581,"no","cellular",1
FALSE,32,"services","married","secondary","no",162,"no","unknown",2
FALSE,35,"blue-collar","married","secondary","no",243,"no","cellular",3
FALSE,24,"student","single","secondary","no",1847,"no","cellular",1
FALSE,58,"blue-collar","married","primary","no",0,"no","unknown",2
TRUE,49,"management","married","primary","no",3371,"no","cellular",2
FALSE,45,"services","single","secondary","no",1757,"no","cellular",3
FALSE,55,"management","married","tertiary","no",171,"no","cellular",6
FALSE,42,"entrepreneur","married","tertiary","no",157,"yes","unknown",1
FALSE,28,"admin.","married","secondary","no",934,"no","unknown",2
FALSE,48,"blue-collar","married","secondary","no",-19,"yes","unknown",1
FALSE,51,"management","single","tertiary","yes",-55,"no","cellular",6
FALSE,38,"housemaid","married","primary","no",21,"no","cellular",2
FALSE,27,"blue-collar","single","secondary","no",14,"no","unknown",2
FALSE,50,"technician","single","secondary","no",246,"no","cellular",1
FALSE,44,"blue-collar","married","primary","no",887,"no","cellular",2
FALSE,40,"management","married","tertiary","no",51,"no","cellular",2
FALSE,29,"services","single","secondary","no",-287,"no","cellular",1
FALSE,34,"services","married","secondary","no",0,"no","cellular",4
TRUE,44,"self-employed","single","tertiary","no",2734,"no","cellular",4
FALSE,50,"entrepreneur","married","tertiary","no",52,"no","cellular",8
FALSE,34,"management","married","tertiary","no",2594,"no","cellular",3
FALSE,54,"retired","divorced","primary","no",22,"no","unknown",4
FALSE,34,"technician","married","tertiary","no",1611,"no","cellular",2
TRUE,34,"admin.","single","tertiary","no",18,"yes","cellular",1
FALSE,52,"blue-collar","married","primary","no",1331,"no","cellular",2
FALSE,60,"unknown","married","unknown","no",7337,"no","cellular",1
FALSE,39,"management","single","secondary","no",835,"no","unknown",4
FALSE,58,"retired","married","primary","no",5092,"no","unknown",6
FALSE,41,"technician","divorced","secondary","no",52,"no","cellular",2
FALSE,48,"technician","married","secondary","no",10655,"no","telephone",3
FALSE,58,"management","married","tertiary","no",1831,"no","cellular",1
FALSE,40,"self-employed","married","primary","no",92,"no","unknown",1
FALSE,48,"management","married","tertiary","no",586,"yes","cellular",2
FALSE,52,"blue-collar","divorced","primary","no",1758,"no","unknown",1
FALSE,50,"self-employed","married","secondary","no",2061,"yes","cellular",2
FALSE,25,"technician","single","secondary","no",959,"no","cellular",5
FALSE,54,"retired","married","primary","no",208,"no","unknown",1
FALSE,34,"services","married","secondary","no",-315,"no","unknown",2
FALSE,48,"management","married","tertiary","yes",-13,"no","cellular",6
FALSE,37,"admin.","married","tertiary","no",801,"no","cellular",7
TRUE,66,"retired","married","tertiary","no",1948,"no","cellular",1
FALSE,32,"management","single","tertiary","no",751,"no","unknown",1
FALSE,45,"blue-collar","married","secondary","no",784,"yes","unknown",1
FALSE,43,"blue-collar","single","secondary","no",24,"no","cellular",1
FALSE,41,"management","married","tertiary","no",72,"no","unknown",3
FALSE,40,"technician","divorced","tertiary","no",1871,"no","cellular",1
FALSE,44,"services","single","secondary","no",1378,"no","unknown",2
FALSE,43,"blue-collar","married","primary","no",188,"no","cellular",3
FALSE,30,"unknown","single","tertiary","no",6836,"no","cellular",3
FALSE,32,"services","married","secondary","no",61,"no","cellular",5
FALSE,57,"admin.","married","secondary","no",-967,"no","telephone",7
FALSE,31,"blue-collar","single","tertiary","no",462,"yes","unknown",1
FALSE,49,"unknown","married","secondary","no",0,"no","cellular",2
FALSE,31,"admin.","single","secondary","no",5527,"no","unknown",1
FALSE,41,"admin.","married","tertiary","no",1287,"no","unknown",1
FALSE,44,"management","married","tertiary","no",17361,"no","unknown",1
FALSE,54,"entrepreneur","married","unknown","no",1956,"no","cellular",5
TRUE,37,"blue-collar","divorced","secondary","no",0,"no","cellular",4
FALSE,34,"management","married","secondary","no",-294,"no","unknown",2
FALSE,43,"technician","married","secondary","no",275,"no","cellular",6
FALSE,44,"management","married","tertiary","no",724,"no","cellular",2
FALSE,44,"services","married","secondary","no",27,"no","cellular",1
FALSE,53,"admin.","divorced","secondary","no",26,"no","cellular",1
FALSE,36,"technician","married","secondary","no",191,"no","cellular",1
FALSE,58,"technician","divorced","secondary","no",-123,"no","cellular",2
FALSE,26,"student","single","secondary","no",-147,"no","unknown",2
FALSE,34,"technician","single","secondary","no",179,"no","cellular",3
FALSE,55,"blue-collar","married","primary","no",1086,"no","cellular",1
FALSE,55,"blue-collar","married","secondary","no",471,"no","unknown",2
FALSE,34,"entrepreneur","married","tertiary","no",105,"no","unknown",2
FALSE,41,"entrepreneur","divorced","secondary","no",1588,"yes","unknown",8
TRUE,38,"housemaid","divorced","secondary","no",70,"no","cellular",3
FALSE,28,"blue-collar","single","secondary","no",2700,"no","cellular",4
FALSE,41,"technician","married","secondary","no",1602,"no","cellular",1
FALSE,30,"admin.","married","tertiary","no",0,"no","cellular",2
FALSE,39,"technician","married","unknown","no",839,"no","unknown",2
FALSE,41,"admin.","married","secondary","no",21515,"no","unknown",1
FALSE,36,"technician","married","secondary","no",5902,"no","unknown",4
FALSE,37,"management","married","tertiary","no",547,"yes","unknown",1
FALSE,59,"self-employed","married","tertiary","no",3800,"yes","cellular",1
FALSE,26,"technician","single","secondary","no",261,"no","unknown",2
FALSE,43,"technician","married","secondary","no",0,"yes","cellular",8
FALSE,42,"management","married","secondary","yes",-34,"no","cellular",1
TRUE,46,"blue-collar","married","unknown","no",9328,"no","cellular",3
FALSE,31,"admin.","married","secondary","no",5,"yes","cellular",7
FALSE,43,"unemployed","married","secondary","no",3529,"no","cellular",2
FALSE,48,"blue-collar","single","tertiary","no",2330,"no","unknown",1
FALSE,41,"blue-collar","married","secondary","no",1334,"no","cellular",5
FALSE,32,"self-employed","married","tertiary","no",3601,"no","cellular",15
FALSE,45,"technician","married","tertiary","no",265,"no","cellular",3
TRUE,52,"admin.","single","unknown","no",2227,"no","cellular",2
FALSE,37,"self-employed","married","secondary","no",487,"yes","cellular",15
FALSE,38,"blue-collar","divorced","secondary","no",0,"no","cellular",1
FALSE,36,"services","single","secondary","no",174,"no","unknown",2
FALSE,58,"retired","married","secondary","no",14412,"no","cellular",1
FALSE,37,"management","married","tertiary","no",3288,"no","cellular",2
FALSE,30,"technician","single","secondary","no",57,"no","cellular",2
FALSE,47,"technician","married","secondary","no",2246,"no","cellular",1
FALSE,40,"technician","married","secondary","no",4441,"no","cellular",2
FALSE,42,"management","divorced","tertiary","no",0,"no","unknown",2
FALSE,71,"unknown","married","tertiary","no",353,"no","cellular",1
FALSE,54,"blue-collar","married","secondary","no",448,"yes","cellular",1
TRUE,53,"entrepreneur","married","primary","no",27,"no","telephone",3
FALSE,33,"blue-collar","divorced","secondary","no",474,"no","cellular",2
FALSE,30,"technician","single","tertiary","no",1185,"no","cellular",1
FALSE,39,"services","divorced","secondary","no",282,"no","cellular",1
FALSE,32,"blue-collar","married","secondary","no",2,"no","cellular",9
FALSE,34,"technician","single","secondary","no",60,"no","cellular",2
FALSE,39,"self-employed","single","tertiary","no",3972,"no","cellular",3
FALSE,75,"retired","married","secondary","no",26452,"no","telephone",2
FALSE,33,"admin.","divorced","secondary","no",818,"yes","cellular",3
FALSE,40,"services","married","secondary","no",9374,"no","cellular",8
FALSE,37,"technician","married","unknown","no",47,"no","unknown",3
FALSE,69,"retired","married","primary","no",279,"no","telephone",1
FALSE,52,"unemployed","married","primary","no",20,"no","telephone",1
FALSE,31,"admin.","divorced","secondary","no",360,"no","cellular",1
FALSE,28,"technician","single","secondary","no",1532,"no","cellular",1
FALSE,29,"management","single","tertiary","no",1673,"no","cellular",2
FALSE,46,"services","married","secondary","no",2420,"no","cellular",2
FALSE,28,"blue-collar","married","secondary","no",100,"yes","unknown",2
FALSE,41,"admin.","married","secondary","no",0,"no","unknown",1
FALSE,42,"technician","divorced","secondary","no",1533,"yes","cellular",1
FALSE,34,"admin.","single","secondary","no",296,"no","cellular",4
TRUE,28,"blue-collar","married","secondary","no",2788,"no","unknown",2
FALSE,43,"management","single","secondary","no",109,"no","unknown",3
FALSE,32,"technician","married","secondary","no",485,"no","cellular",14
FALSE,33,"technician","single","tertiary","no",125,"no","telephone",2
FALSE,70,"retired","married","secondary","no",616,"no","cellular",2
FALSE,36,"services","married","secondary","no",3064,"no","telephone",3
FALSE,53,"technician","married","secondary","no",206,"no","cellular",6
FALSE,30,"blue-collar","single","secondary","no",6900,"no","cellular",1
FALSE,45,"services","divorced","secondary","no",-179,"no","unknown",2
